category,category_label,name,legal_name,town
sadik,Детский сад,Детский сад № 757,Детский сад № 757,Москва
sadik,Детский сад,Детский сад № 76 (с круглосуточной и ясельной группами),76 муниципального образования Люберецкий муниципальный район Московской области,Люберцы
sadik,Детский сад,Детский сад № 766 (с ясельными группами),Детский сад № 766 (с ясельными группами),Москва
sadik,Детский сад,Детский сад № 769 (с ясельной группой),Детский сад № 769 (с ясельной группой),Москва
sadik,Детский сад,Детский сад № 77 (логопедический),77,Москва
sadik,Детский сад,Детский сад № 77 Елочка (с логопедической и ясельной группами),Детский сад № 77 Елочка (с логопедической и ясельной группами),Одинцово
sadik,Детский сад,Детский сад № 779 (с ясельной группой),779,Москва
sadik,Детский сад,Детский сад № 78 (с художественноэстетическим уклоном),Детский сад № 78 (с художественноэстетическим уклоном),Москва
sadik,Детский сад,Детский сад № 782,Федеральное государственное бюджетное дошкольное образовательное учреждение «Детский сад № 782»,Москва
sadik,Детский сад,Детский сад № 784 (для детей с нарушением речи),784,Москва
sadik,Детский сад,Детский сад № 788,Детский сад № 788,Москва
sadik,Детский сад,Детский сад № 789 (с ясельной группой),Детский сад № 789 (с ясельной группой),Москва
sadik,Детский сад,"Детский сад № 79 ""Крепыш""","Государственное бюджетное образовательное учреждение города Москвы детский сад № 79 ""Крепыш""",Москва
sadik,Детский сад,Детский сад № 79 Татьянка (с логопедическими группами),Детский сад № 79 Татьянка (с логопедическими группами),Одинцово
sadik,Детский сад,Детский сад № 793 (логопедический),793,Москва
sadik,Детский сад,Детский сад № 798 (с ясельными группами),798,Москва
sadik,Детский сад,Детский сад № 8,Детский сад № 8,Москва
sadik,Детский сад,Детский сад № 8,Детский сад № 8,Орехово-Зуево
sadik,Детский сад,Детский сад № 8,"Муниципальное дошкольное образовательное учреждение ""Центр развития ребенка - детский сад N 8"" г.Бронницы",Бронницы
sadik,Детский сад,"Детский сад № 8 ""Василек"" комбинированного вида","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 8 ""василек"" Комбинированного Вида",Ногинск
sadik,Детский сад,"Детский сад № 8 ""Теремок""","Муниципальное дошкольное образовательное учреждение детский сад общеразвивающего вида № 8 ""Теремок""",деревня Новая
sadik,Детский сад,Детский сад № 8 Василек центр Развития Ребенка,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 8""",Ногинск
sadik,Детский сад,Детский сад № 8 Ладушка,Детский сад № 8 Ладушка,Сергиев Посад
sadik,Детский сад,Детский сад № 80,Детский сад № 80,поселок городского типа Малаховка
sadik,Детский сад,Детский сад № 806 (с ясельной и круглосуточной группами),806,Москва
sadik,Детский сад,Детский сад № 807,807,Москва
sadik,Детский сад,Детский сад № 81,"Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 81 ""Белоснежка""",Мытищи
sadik,Детский сад,Детский сад № 81,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 81,
sadik,Детский сад,Детский сад № 810 (комбинированного типа),810,Москва
sadik,Детский сад,Детский сад № 818 (комбинированного вида),Детский сад № 818 (комбинированного вида),Москва
sadik,Детский сад,Детский сад № 819 (комбинированного вида для детей с нарушением зрения),819,Москва
sadik,Детский сад,Детский сад № 82,82 муниципального образования Люберецкий муниципальный район Московской области,Люберцы
sadik,Детский сад,Детский сад № 82 Золотые Зернышки (с ясельной и логопедическими группами),Детский сад № 82 Золотые Зернышки (с ясельной и логопедическими группами),Одинцово
sadik,Детский сад,Детский сад № 822 (комбинированного вида),822,Москва
sadik,Детский сад,Детский сад № 827,275,Москва
sadik,Детский сад,Детский сад № 831 (логопедический),831,Москва
sadik,Детский сад,Детский сад № 834 (логопедические и ясельные группы),Детский сад № 834 (логопедические и ясельные группы),Москва
sadik,Детский сад,Детский сад № 837,детский сад № 837,Москва
sadik,Детский сад,Детский сад № 839 (с ясельной группой),839,Москва
sadik,Детский сад,Детский сад № 84,Детский сад № 84,Москва
sadik,Детский сад,Детский сад № 84 Золотая Рыбка (физкультурнооздоровительный),Детский сад № 84 Золотая Рыбка (физкультурнооздоровительный),Одинцово
sadik,Детский сад,Детский сад № 85,Детский сад № 85,деревня Жостово
sadik,Детский сад,Детский сад № 85,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад № 85""",
sadik,Детский сад,"Детский сад № 85 ""Вишенка""","Муниципальное бюджетное дошкольное образовательное учреждение общеразвивающего вида детский сад №85 ""Вишенка""",деревня Жостово
sadik,Детский сад,Детский сад № 853,853,Москва
sadik,Детский сад,Детский сад № 855 (с ясельной группой),855,Москва
sadik,Детский сад,Детский сад № 860 (с ясельными группами),Детский сад № 860 (с ясельными группами),Зеленоград
sadik,Детский сад,Детский сад № 861,Детский сад № 861,Зеленоград
sadik,Детский сад,Детский сад № 862 (с ясельными группами),"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 609""",Зеленоград
sadik,Детский сад,Детский сад № 863,863,Москва
sadik,Детский сад,Детский сад № 864 (комбинированного вида),Детский сад № 864 (комбинированного вида),Москва
sadik,Детский сад,Детский сад № 866 Семицветик центр Развития Ребенка (логопедические и ясельные группы),Детский сад № 866 Семицветик центр Развития Ребенка (логопедические и ясельные группы),Мытищи
sadik,Детский сад,Детский сад № 870,870,Москва
sadik,Детский сад,Детский сад № 874 (с ясельной и круглосуточной группами),Детский сад № 874 (с ясельной и круглосуточной группами),Москва
sadik,Детский сад,Детский сад № 88,Детский сад № 88,поселок городского типа Малаховка
sadik,Детский сад,Детский сад № 88,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад № 88 Комбинированного Вида""",Электроугли
sadik,Детский сад,Детский сад № 88 (логопедический),Детский сад № 88 (логопедический),Москва
sadik,Детский сад,Детский сад № 883 (логопедический),Детский сад № 883 (логопедический),Москва
sadik,Детский сад,Детский сад № 884 (с ясельными группами),884,Москва
sadik,Детский сад,Детский сад № 896 Колобок,Детский сад № 896 Колобок,поселок городского типа Черкизово
sadik,Детский сад,Детский сад № 897 (с ясельными группами),Государственное бюджетное общеобразовательное учреждение города Москвы средняя общеобразовательная школа № 556,Москва
sadik,Детский сад,Детский сад № 9,Детский сад № 9,Долгопрудный
sadik,Детский сад,"Детский сад № 9 ""Ромашка""","Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 9 ""Ромашка""",Коломна
sadik,Детский сад,Детский сад № 9 Буратино центр Развития Ребенка,Детский сад № 9 Буратино центр Развития Ребенка,Пушкино
sadik,Детский сад,Детский сад № 9 Колокольчик,"Муниципальное дошкольное образовательное учреждение ""Детский сад общеразвивающего вида № 9""",Сергиев Посад
sadik,Детский сад,Детский сад № 9 Малыш,Детский сад № 9 Малыш,Ступино
sadik,Детский сад,Детский сад № 902,Детский сад № 902,Москва
sadik,Детский сад,Детский сад № 903,903,Москва
sadik,Детский сад,Детский сад № 907,Детский сад № 907,Москва
sadik,Детский сад,Детский сад № 914,Детский сад № 914,Москва
sadik,Детский сад,Детский сад № 917,Детский сад № 917,Москва
sadik,Детский сад,Детский сад № 918,Детский сад № 918,Москва
sadik,Детский сад,Детский сад № 921 (с ясельными группами),Детский сад № 921 (с ясельными группами),Москва
sadik,Детский сад,Детский сад № 922,Детский сад № 922,Москва
sadik,Детский сад,Детский сад № 923,Детский сад № 923,Москва
sadik,Детский сад,Детский сад № 927,Детский сад № 927,Москва
sadik,Детский сад,Детский сад № 93,Детский сад № 93,Электроугли
sadik,Детский сад,Детский сад № 934,934,Москва
sadik,Детский сад,Детский сад № 938 (с ясельными группами),Детский сад № 938 (с ясельными группами),Москва
sadik,Детский сад,Детский сад № 948 (общеразвивающего вида с круглосуточными группами),Детский сад № 948 (общеразвивающего вида с круглосуточными группами),Зеленоград
sadik,Детский сад,Детский сад № 95 (с ясельной группой),Детский сад № 95 (с ясельной группой),Москва
sadik,Детский сад,Детский сад № 954 (круглосуточный),954,Москва
sadik,Детский сад,Детский сад № 960,329,Москва
sadik,Детский сад,Детский сад № 97 (с круглосуточной и ясельной группами),Федеральное государственное бюджетное дошкольное образовательное учреждение «Центр развития ребенка - детский сад № 97» Управления делами Президента Российской Федерации,Москва
sadik,Детский сад,Детский сад № 978 (с ясельными группами),978,Москва
sadik,Детский сад,Детский сад № 98,98,поселок городского типа Киевский
sadik,Детский сад,Детский сад № 98,Муниципальное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида № 98 Муниципального Образования Люберецкий Муниципальный Район Московской Области,поселок городского типа Октябрьский
sadik,Детский сад,Детский сад № 982,Детский сад № 982,Москва
sadik,Детский сад,Детский сад № 986 (с ясельной группой),986,Москва
sadik,Детский сад,Детский сад № 988 (комбинированного вида),337,Москва
sadik,Детский сад,Детский сад № 99,Детский сад № 99,деревня Новое Подвязново
sadik,Детский сад,Детский сад № 995 с ясельной группой,Детский сад № 995 с ясельной группой,Москва
sadik,Детский сад,Детский сад №1,Детский сад №1,Дзержинский
sadik,Детский сад,Детский сад №1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2095 ""Покровский квартал""",Москва
sadik,Детский сад,Детский сад №1,N1 Комбинированного вида Истринского муниципального района,село Новопетровское
sadik,Детский сад,Детский сад №1,Детский сад №1,Рошаль
sadik,Детский сад,Детский сад №1,Детский сад №1,Балашиха
sadik,Детский сад,Детский сад №1,Детский сад №1,поселок Туголесский Бор
sadik,Детский сад,"Детский сад №1 ""Колобок"" общеразвивающего вида","Детский сад №1 ""Колобок"" общеразвивающего вида",Лыткарино
sadik,Детский сад,"Детский сад №1 ""Родник""","Муниципальное Дошкольное Образовательное Учреждение - Детский Сад №1 ""родник""",Клин
sadik,Детский сад,"Детский сад №1 ""Ромашка""","Муниципальное Дошкольное Образовательное Учреждение Центр Развития Ребенка - Детский Сад №1 ""ромашка""",Дмитров
sadik,Детский сад,"Детский сад №1 ""Росинка""","Детский сад №1 ""Росинка""",Балашиха
sadik,Детский сад,"Детский сад №1 ""Ручеек""","Муниципальное дошкольное образовательное учреждение детский сад №1 ""Ручеек""",Подольск
sadik,Детский сад,Детский сад №1 общеразвивающего вида г. Можайска,Детский сад №1 общеразвивающего вида г. Можайска,Можайск
sadik,Детский сад,Детский сад №10,Детский сад №10,Балашиха
sadik,Детский сад,Детский сад №10,Детский сад №10,Видное
sadik,Детский сад,Детский сад №10,Детский сад №10,Красногорск
sadik,Детский сад,Детский сад №10,Детский сад №10,Рошаль
sadik,Детский сад,Детский сад №10,Детский сад №10,Домодедово
sadik,Детский сад,Детский сад №10,Детский сад №10,Дзержинский
sadik,Детский сад,"Детский сад №10 ""Берёзка""","Детский сад №10 ""Берёзка""",деревня Шеметово
sadik,Детский сад,"Детский сад №10 ""ЗАБАВА""","Муниципальное Дошкольное Образовательное Учреждение - Детский Сад Общеразвивающего Вида №10 ""забава""",Клин
sadik,Детский сад,"Детский сад №10 ""Колобок""","Детский сад №10 ""Колобок""",Химки
sadik,Детский сад,"Детский сад №10 ""Ладушки"" комбинированного вида Павлово-Посадского муниципального района Московской бласти","Детский сад №10 ""Ладушки"" комбинированного вида Павлово-Посадского муниципального района Московской бласти",Павловский Посад
sadik,Детский сад,"Детский сад №10 ""Рябинка"" общеразвивающего вида Орехово-Зуевского муниципального района Московской области","Детский сад №10 ""Рябинка"" общеразвивающего вида Орехово-Зуевского муниципального района Московской области",Ликино-Дулево
sadik,Детский сад,Детский сад №10 городского округа Кашира,Детский сад №10 городского округа Кашира,Кашира
sadik,Детский сад,Детский сад №10 муниципального образования Люберецкий муниципальный район Московской области,Детский сад №10 муниципального образования Люберецкий муниципальный район Московской области,поселок городского типа Малаховка
sadik,Детский сад,Детский сад №10 общеразвивающего вида,Детский сад №10 общеразвивающего вида,село Теряево
sadik,Детский сад,Детский сад №10 общеразвивающего вида городского округа Орехово-Зуево Московской области,Детский сад №10 общеразвивающего вида городского округа Орехово-Зуево Московской области,Орехово-Зуево
sadik,Детский сад,"Детский сад №1058 (компенсирующего вида, для детей с задержкой психического развития, с лекотекой)",1058,Москва
sadik,Детский сад,Детский сад №1087,Детский сад №1087,Москва
sadik,Детский сад,Детский сад №11,Детский сад №11,Балашиха
sadik,Детский сад,Детский сад №11,Детский сад №11,Красногорск
sadik,Детский сад,Детский сад №11,Детский сад №11,Рошаль
sadik,Детский сад,Детский сад №11,Детский сад №11,Кашира
sadik,Детский сад,Детский сад №11,N11 комбинированного вида Истринского муниципального района,Дедовск
sadik,Детский сад,Детский сад №11,Детский сад №11,село Шестаково
sadik,Детский сад,"Детский сад №11 ""Радуга""","Муниципальное дошкольное образовательное учреждение ""Детский сад общеразвивающего вида №11 ""Радуга""",Подольск
sadik,Детский сад,"Детский сад №11 ""Теремок""","Муниципальное Дошкольное Образовательное Учреждение ""детский Сад №11 ""теремок""",деревня Введенское
sadik,Детский сад,"Детский сад №11 ""Теремок""","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад №11 ""теремок"" Пушкинского Муниципального Района",поселок городского типа Лесной
sadik,Детский сад,Детский сад №11 общеразвивающего вида,Детский сад №11 общеразвивающего вида,Чехов
sadik,Детский сад,Детский сад №11 Шатурского муниципального района Московской области,Детский сад №11 Шатурского муниципального района Московской области,Шатура
sadik,Детский сад,Детский сад №12,Детский сад №12,деревня Тимонино
sadik,Детский сад,Детский сад №12,Детский сад №12,Чехов
sadik,Детский сад,Детский сад №12,Детский сад №12,Красногорск
sadik,Детский сад,"детский сад №12 ""Василёк""","детский сад №12 ""Василёк""",поселок городского типа Зеленоградский
sadik,Детский сад,Детский сад №12 компенсирующего вида,Детский сад №12 компенсирующего вида,Балашиха
sadik,Детский сад,Детский сад №12 общеразвивающего вида,Детский сад №12 общеразвивающего вида,Можайск
sadik,Детский сад,Детский сад №13,детский сад №13,Балашиха
sadik,Детский сад,Детский сад №13,Детский сад №13,деревня Дор
sadik,Детский сад,Детский сад №13 комбинированного вида,Детский сад №13 комбинированного вида,Волоколамск
sadik,Детский сад,Детский сад №13 общеразвивающего вида,Детский сад №13 общеразвивающего вида,Чехов
sadik,Детский сад,Детский сад №130,Муниципальное Дошкольное Образовательное Учреждение Детский Сад № 130 Комбинированного Вида Ii Категории Муниципального Образования Люберецкий Муниципальный Район Московской Области,поселок городского типа Томилино
sadik,Детский сад,"Детский сад №138 ""Теремок"" Управления делами Президента Российской Федерации","ФГДОУ ""Центр развития ребенка - детский сад №138 ""Теремок"" Управления делами Президента Российской Федерации",деревня Голубое
sadik,Детский сад,Детский сад №14,Детский сад №14,Кашира
sadik,Детский сад,Детский сад №14,Детский сад №14,Шатура
sadik,Детский сад,"Детский сад №14 ""Вишенка"" общеразвивающего вида","Детский сад №14 ""Вишенка"" общеразвивающего вида",Лыткарино
sadik,Детский сад,"Детский сад №14 ""Радуга""","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида №14 ""радуга""",Лобня
sadik,Детский сад,"Детский сад №14 ""Ягодка"" Орехово-Зуевского муниципального района Московской области","Детский сад №14 ""Ягодка"" Орехово-Зуевского муниципального района Московской области",поселок Мисцево
sadik,Детский сад,Детский сад №14 Красногорского муниципального района,Детский сад №14 Красногорского муниципального района,поселок городского типа Нахабино
sadik,Детский сад,Детский сад №14 общеразвивающего вида,Детский сад №14 общеразвивающего вида,деревня Кашино
sadik,Детский сад,Детский сад №1418,Детский сад №1418,Москва
sadik,Детский сад,Детский сад №1472,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова""",Москва
sadik,Детский сад,Детский сад №15,Детский сад №15,Красногорск
sadik,Детский сад,Детский сад №15,Детский сад №15,Кашира
sadik,Детский сад,"Детский сад №15 ""Малютка"" комбинированного вида Павлово - Посадского муниципального района Московской области","Детский сад №15 ""Малютка"" комбинированного вида Павлово - Посадского муниципального района Московской области",Павловский Посад
sadik,Детский сад,Детский сад №15 Шатурского муниципального района Московской области,Детский сад №15 Шатурского муниципального района Московской области,Шатура
sadik,Детский сад,Детский сад №1517,Детский сад №1517,Москва
sadik,Детский сад,Детский сад №16,Детский сад №16,Шатура
sadik,Детский сад,Детский сад №16,Детский сад №16,Кашира
sadik,Детский сад,Детский сад №16 комбинированного вида,Детский сад №16 комбинированного вида,Балашиха
sadik,Детский сад,Детский сад №16 комбинированного вида городского округа Орехово-Зуево Московской области,Детский сад №16 комбинированного вида городского округа Орехово-Зуево Московской области,Орехово-Зуево
sadik,Детский сад,Детский сад №16 общеразвивающего вида,Детский сад №16 общеразвивающего вида,поселок Первомайский
sadik,Детский сад,Детский сад №17,Детский сад №17,Кашира
sadik,Детский сад,Детский сад №17,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад Общеразвивающего Вида № 17,Верея
sadik,Детский сад,Детский сад №17 комбинированного вида,Детский сад №17 комбинированного вида,Электросталь
sadik,Детский сад,Детский сад №17 общеразвивающего вида,Детский сад №17 общеразвивающего вида,Чехов
sadik,Детский сад,Детский сад №17 общеразвивающего вида п.Колычево,Детский сад №17 общеразвивающего вида п.Колычево,поселок Колычево
sadik,Детский сад,Детский сад №18,18,Чехов
sadik,Детский сад,"Детский сад №18 ""Ладушка"" общеразвивающего вида","Детский сад №18 ""Ладушка"" общеразвивающего вида",Лыткарино
sadik,Детский сад,"Детский сад №18 ""Малютка""","Детский сад №18 ""Малютка""",Высоковск
sadik,Детский сад,"Детский сад №18 ""Росинка""","Детский сад №18 ""Росинка""",Пушкино
sadik,Детский сад,"Детский сад №18 ""Росинка"" компенсирующего вида Щелковского муниципального района Московской области","Детский сад №18 ""Росинка"" компенсирующего вида Щелковского муниципального района Московской области",Щелково
sadik,Детский сад,Детский сад №18 комбинированного вида городского округа Орехово-Зуево Московской области,Детский сад №18 комбинированного вида городского округа Орехово-Зуево Московской области,Орехово-Зуево
sadik,Детский сад,Детский сад №18 общеразвивающего вида д.Красный Балтиец,Детский сад №18 общеразвивающего вида д.Красный Балтиец,деревня Красный Балтиец
sadik,Детский сад,Детский сад №18 Шатурского муниципального района Московской области,Детский сад №18 Шатурского муниципального района Московской области,поселок Осаново-Дубовое
sadik,Детский сад,Детский сад №186 Административно-Хозяйственного Управления Военно-Морского Флота,Детский сад №186 Административно-Хозяйственного Управления Военно-Морского Флота,Москва
sadik,Детский сад,Детский сад №19,Детский сад №19,село Строкино
sadik,Детский сад,Детский сад №19,Детский сад №19,поселок городского типа Мишеронский
sadik,Детский сад,Детский Сад №19,Детский Сад №19,Красногорск
sadik,Детский сад,Детский сад №19,Детский сад №19,Чехов
sadik,Детский сад,"Детский сад №19 ""Березка"" комбинированного вида","Детский сад №19 ""Березка"" комбинированного вида",Лыткарино
sadik,Детский сад,"Детский сад №19 ""Вишенка"" Орехово-Зуевского муниципального района Московской области","Детский сад №19 ""Вишенка"" Орехово-Зуевского муниципального района Московской области",поселок Новый Снопок
sadik,Детский сад,"Детский сад №19 ""Ручеек""","Детский сад №19 ""Ручеек""",поселок городского типа Белоомут
sadik,Детский сад,Детский сад №2,Детский сад №2,Дзержинский
sadik,Детский сад,Детский сад №2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2095 ""Покровский квартал""",Москва
sadik,Детский сад,"Детский сад №2 ""Дубок""","Детский сад №2 ""Дубок""",деревня Лисьи норы
sadik,Детский сад,"Детский сад №2 ""Росинка"" ЦРР","Муниципальное Дошкольное Образовательное Учреждение ""центр Развития Ребенка Детский Сад № 2 ""росинка""",Электроугли
sadik,Детский сад,"Детский сад №2 ""Рябинка"" общеразвивающего вида Орехово-Зуевского муниципального района Московской области","Детский сад №2 ""Рябинка"" общеразвивающего вида Орехово-Зуевского муниципального района Московской области",Дрезна
sadik,Детский сад,"Детский сад №2 ""Теремок"" городского округа Власиха Московской области","Детский сад №2 ""Теремок"" городского округа Власиха Московской области",поселок городского типа Власиха
sadik,Детский сад,Детский сад №2 городского округа Кашира,Детский сад №2 городского округа Кашира,Кашира
sadik,Детский сад,Детский сад №2 для детей раннего возраста городского округа Орехово-Зуево Московской области,Детский сад №2 для детей раннего возраста городского округа Орехово-Зуево Московской области,Орехово-Зуево
sadik,Детский сад,Детский сад №2 комбинированного вида,Детский сад №2 комбинированного вида,Волоколамск
sadik,Детский сад,Детский сад №2 Шатурского муниципального района Московской области,Детский сад №2 Шатурского муниципального района Московской области,Шатура
sadik,Детский сад,Детский сад №20,Детский сад №20,Красногорск
sadik,Детский сад,"Детский сад №20 ""Василек""","Детский сад №20 ""Василек""",село Молоково
sadik,Детский сад,"Детский сад №20 ""Ромашка""","Детский сад №20 ""Ромашка""",Балашиха
sadik,Детский сад,"Детский сад №20 ""Улыбка""","Муниципальное Бюджетное  Дошкольное Образовательное Учреждение ""детский Сад Комбинированного Вида № 20 ""улыбка""",Реутов
sadik,Детский сад,Детский сад №20 с.Борисово,Детский сад №20 с.Борисово,село Борисово
sadik,Детский сад,Детский сад №21,Детский сад №21,Волоколамск
sadik,Детский сад,Детский сад №21,Детский сад №21,Балашиха
sadik,Детский сад,Детский сад №21,"Муниципальное Автономное Дошкольное Образовательное Учреждение Центр Развития Ребенка - Детский Сад №21 ""теремок"" Города Дубны Московской Области",Дубна
sadik,Детский сад,Детский сад №21,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад Общеразвивающего Вида № 21,деревня Барабаново
sadik,Детский сад,"Детский сад №21 ""Василек""","Муниципальное Дошкольное Образовательное Учреждение Детский Сад №21 ""василек"" Павлово-Посадского Муниципального Района Московской Области",деревня Ефимово
sadik,Детский сад,"Детский сад №21 ""Радуга""","Муниципальное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида №21 ""радуга""",Высоковск
sadik,Детский сад,"Детский сад №21 ""Росинка"" комбинированного вида","Детский сад №21 ""Росинка"" комбинированного вида",Лыткарино
sadik,Детский сад,Детский сад №21 общеразвивающего вида,Детский сад №21 общеразвивающего вида,Орехово-Зуево
sadik,Детский сад,Детский сад №2112,Детский сад №2112,Москва
sadik,Детский сад,Детский сад №2188,Детский сад №2188,Москва
sadik,Детский сад,Детский сад №22,Детский сад №22,Чехов
sadik,Детский сад,Детский сад №22,"Муниципальное Автономное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида №22 ""золотая Рыбка"" Города Дубны Московской Области",Дубна
sadik,Детский сад,Детский сад №22,Детский сад №22,Красногорск
sadik,Детский сад,Детский сад №22,Детский сад №22,поселок городского типа Мишеронский
sadik,Детский сад,"Детский сад №22 ""Ландыш""","Муниципальное Дошкольное Образовательное Учреждение - Детский Сад Общеразвивающего Вида №22 ""ландыш""",Клин
sadik,Детский сад,Детский сад №22 комбинированного вида,Детский сад №22 комбинированного вида,Электросталь
sadik,Детский сад,Детский сад №225,детский сад №225,Москва
sadik,Детский сад,Детский сад №23,Детский сад №23,
sadik,Детский сад,Детский сад №23,"Муниципальное дошкольное образовательное учреждение детский сад N23 ""Солнышко"" комбинированного вида Истринского муниципального района",Истра
sadik,Детский сад,Детский сад №23,Детский сад №23,Шатура
sadik,Детский сад,Детский сад №23,Детский сад №23,поселок городского типа Нахабино
sadik,Детский сад,Детский сад №23,"Муниципальное Автономное Дошкольное Образовательное Учреждение Центр Развития Ребенка - Детский Сад №23 ""улыбка"" Города Дубны Московской Области",Дубна
sadik,Детский сад,"Детский сад №23 ""Радуга"" общеразвивающего вида Щёлковского муниципального района Московской области","Детский сад №23 ""Радуга"" общеразвивающего вида Щёлковского муниципального района Московской области",Щелково
sadik,Детский сад,"Детский сад №23 ""Ромашка"" общеразвивающего вида","Детский сад №23 ""Ромашка"" общеразвивающего вида",Лыткарино
sadik,Детский сад,Детский сад №23 д. Мокрое,Муниципальное Дошкольное Образовательное Учреждение Детский Сад №23 Общеразвивающего Вида Д. Мокрое,деревня Мокрое
sadik,Детский сад,Детский сад №23 ЦРР,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад №23 Центр Развития Ребенка,Балашиха
sadik,Детский сад,Детский сад №24,Детский сад №24,поселок городского типа Быково
sadik,Детский сад,Детский сад №24,Детский сад №24,Шатура
sadik,Детский сад,Детский сад №24 комбинированного вида,Детский сад №24 комбинированного вида,Балашиха
sadik,Детский сад,Детский сад №24 комбинированного вида,Детский сад №24 комбинированного вида,Электросталь
sadik,Детский сад,Детский сад №24 Красногорского муниципального района,Детский сад №24 Красногорского муниципального района,Красногорск
sadik,Детский сад,Детский сад №24 общеразвивающего вида городского округа Орехово-Зуево Московской области,Детский сад №24 общеразвивающего вида городского округа Орехово-Зуево Московской области,Орехово-Зуево
