category,category_label,name,legal_name,town,url,website,website_source
school,Школа,Школа №97,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа №97""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-79-7005-328026/about/,,
school,Школа,Школа №97,Общеобразовательная автономная некоммерческая организация «Классическое образование»,Москва,https://moskva.fulledu.ru/school/chastnaya-shkola-klassicheskoe-obrazovanie/about/,,
school,Школа,"школа №97 (Кременчугская,46)","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа №97""",Москва,https://moskva.fulledu.ru/school/centr-obrazovaniya-shkola-zdorovya-97/about/,,
school,Школа,Школа №998 здание 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 998""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-etnokulturnym-russkim-komponentom-obrazovaniya-998/about/,,
school,Школа,Школа №998 здание 2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 998""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-999/about/,,
school,Школа,Школа №998 здание 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 998""",Москва,https://moskva.fulledu.ru/school/nachalnaya-obscheobrazovatelnaya-shkola-992/about/,,
school,Школа,школа-детский сад Колибри,школа-детский сад Колибри,Москва,https://moskva.fulledu.ru/school/nou-shkoladetskiy-sad-kolibri/about/,,
school,Школа,Школа-детский сад Юмла,Школа-детский сад Юмла,Москва,https://moskva.fulledu.ru/school/nou-shkoladetskiy-sad-umla/about/,,
school,Школа,Школа-интернат для детей с ограниченными возможностями здоровья,Школа-интернат для детей с ограниченными возможностями здоровья,Шатура,https://moskva.fulledu.ru/school/shkola-internat-viii-vida-69-60482/about/,,
school,Школа,Школа-интернат для детей с ограниченными возможностями здоровья №1 городского округа Электросталь Московской области,Школа-интернат для детей с ограниченными возможностями здоровья №1 городского округа Электросталь Московской области,Электросталь,https://moskva.fulledu.ru/school/mskou-specialnaya-shkola-internat-i-ii-vida/about/,,
school,Школа,Школа-интернат для детей с ограниченными возможностями здоровья №19 г.о. Коломна Московской области,Школа-интернат для детей с ограниченными возможностями здоровья №19 г.о. Коломна Московской области,Коломна,https://moskva.fulledu.ru/school/kou-shkola-internat-19/about/,,
school,Школа,Школа-интернат для детей с ограниченными возможностями здоровья №2 городского округа Электросталь Московской области,Школа-интернат для детей с ограниченными возможностями здоровья №2 городского округа Электросталь Московской области,Электросталь,https://moskva.fulledu.ru/school/mskou-specialnaya-shkola-internat-vii-viii-vida/about/,,
school,Школа,Школа-интернат для детей-сирот,Школа-интернат для детей-сирот,Воскресенск,https://moskva.fulledu.ru/school/shkolainternat-dlya-deteysirot/about/,,
school,Школа,Школа-интернат с первоначальной летной подготовкой,Государственное бюджетное образовательное учреждение Московская областная общеобразовательная школа-интернат с первоначальной летной подготовкой им. трижды Героя Советского Союза А.И. Покрышкина.,поселок городского типа Монино,https://moskva.fulledu.ru/school/moskovskaya-oblastnaya-obscheobrazovatelnaya-shkola-internat-s-pervonachalnoy-letnoy-podgotovkoy/about/,,
school,Школа,школа-интернат № 1,Муниципальное Бюджетное Общеобразовательное Учреждение Школа-Интернат № 1 Основного Общего Образования,Старая Купавна,https://moskva.fulledu.ru/school/mbou-shkola-internat-1-1833-6284/about/,,
school,Школа,школа-интернат № 24,"Государственное Бюджетное Образовательное Учреждение Города Москвы Школа-Интернат Для Детей-Сирот И Детей, Оставшихся Без Попечения Родителей № 24",Москва,https://moskva.fulledu.ru/school/gbou-shkola-internat-24/about/,,
school,Школа,школа-интернат № 4,"Государственное Бюджетное Образовательное Учреждение Города Москвы Специальная (Коррекционная) Школа-Интернат № 4 Для Детей-Сирот И Детей, Оставшихся Без Попечения Родителей, С Отклонениями В Развитии",Москва,https://moskva.fulledu.ru/school/gbou-shkola-internat-4/about/,,
school,Школа,Школа-интернат №31,Государственное казенное общеобразовательное учреждение города Москвы «Специальная (коррекционная) общеобразовательная школа-интернат № 31»,Москва,https://moskva.fulledu.ru/school/shkola-internat-31/about/,,
school,Школа,ШКОЛА-ЛИЦЕЙ НЕСТЕРОВИЧА,"ЧАСТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ШКОЛА-ЛИЦЕЙ НЕСТЕРОВИЧА""",Балашиха,https://moskva.fulledu.ru/school/chou-shkola-litsey-nesterovicha-171486/about/,,
school,Школа,Школа-студия МХАТ,"Федеральное Государственное Бюджетное Образовательное Учреждение Высшего Профессионального Образования ""школа-Студия (Институт) Имени Вл.и.немировича-Данченко При Московском Художественном Академическом Театре  Имени А.п.чехова""",Москва,https://moskva.fulledu.ru/school/shkola-studiya-mhat/about/,,
school,Школа,Школьная образовательная площадка №2,Школьная образовательная площадка №2,деревня Яковлевское,https://moskva.fulledu.ru/school/kuznecovskaya-srednyaya-obscheobrazovatelnaya-shkola/about/,,
school,Школа,Школьное здание 2,75,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-75-7421-783194/about/,,
school,Школа,"Школьное здание им. Героя Советского Союза И.И.Якушкина по адресу 5-я ул.Соколиной горы, д.5А","Государственное бюджетное образовательное учреждение города Москвы лицей № 429 ""Соколиная гора""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-433-im-geroya-sovetskogo-souza-iiyakushkina/about/,,
school,Школа,"Школьное здание по адресу 8-я ул.Соколиной горы, д.5А",Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 688,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-688/about/,,
school,Школа,Школьное здание по адресу:,Школьное здание по адресу:,Москва,https://moskva.fulledu.ru/school/nachalnaya-shkola-detskiy-sad-1676-kompensiruuschego-vida/about/,,
school,Школа,"Школьное здание по адресу: Москва, ул. Большая Бутовская д.9","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением экономики и информатики № 1355""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1163/about/,,
school,Школа,Школьное здание № 2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 117""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-angliyskogo-yazyka-1361/about/,,
school,Школа,Школьное здание № 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 117""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-28/about/,,
school,Школа,Школьное здание № 4,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 117""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-angliyskogo-yazyka-1264/about/,,
school,Школа,Школьное здание № 5,Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа С Углубленным Изучением Английского Языка № 1264,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-1264/about/,,
school,Школа,Школьное образование,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 717""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-726/about/,,
school,Школа,Школьное отделение,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1155""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1155/about/,,
school,Школа,Школьное отделение,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1786»,Москва,https://moskva.fulledu.ru/school/shkola-1786/about/,,
school,Школа,Школьное отделение (главный корпус и СП1),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 538 имени С.В. Гришина,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-538/about/,,
school,Школа,"Школьное отделение (корпуса 1609, 1632, 1642)",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1150 имени дважды Героя Советского Союза К.К. Рокоссовского»,Зеленоград,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1150/about/,,
school,Школа,Школьное отделение (основное здание 1360),Государственное бюджетное общеобразовательное учреждение города Москвы «Школа №1360»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-matematiki-1360/about/,,
school,Школа,Школьное отделение 1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1101»,Москва,https://moskva.fulledu.ru/school/crednyaya-obscheobrazovatelnaya-shkola-1101/about/,,
school,Школа,Школьное отделение 1,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1577,Москва,https://moskva.fulledu.ru/school/shkola-gimnaziya-1577/about/,,
school,Школа,Школьное отделение 1 (ШО-1),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 953,Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-953/about/,,
school,Школа,Школьное отделение 1324,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1324»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-angliyskogo-yazyka-1324/about/,,
school,Школа,Школьное отделение 2,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1222,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-481/about/,,
school,Школа,Школьное отделение 2,Школьное отделение 2,Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1422/about/,,
school,Школа,Школьное отделение 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1101""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-shkola-zdorovya-48/about/,,
school,Школа,Школьное отделение 6 - 11 классы,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 854»,Зеленоград,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-854/about/,,
school,Школа,Школьное отделение Красина,Школьное отделение Красина,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-136/about/,,
school,Школа,Школьное отделение по адресу Волжский бульвар дом 6 корпус 3,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2088,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-489/about/,,
school,Школа,"Школьное отделение по адресу: Москва, п. Новодрожжино, дом 10",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1355»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-informatiki-i-ekonomiki-1355/about/,,
school,Школа,Школьное отделение структурное подразделение №1,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 1195 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА П.И. МЕРЕНКОВА""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1195/about/,,
school,Школа,Школьное отделение № 1,"Государственное бюджетное образовательное учреждение города Москвы лицей № 1793 ""Жулебино""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1439/about/,,
school,Школа,Школьное отделение № 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа №1465 имени адмирала Н.Г. Кузнецова""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1465-imeni-admirala-ng-kuznecova/about/,,
school,Школа,Школьное отделение № 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2128 ""Энергия""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1914/about/,,
school,Школа,Школьное отделение № 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1329""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1329/about/,,
school,Школа,Школьное отделение № 1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 15»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-15-6071-46410/about/,,
school,Школа,Школьное отделение № 1,Государственное бюджетное общеобразовательное учреждение города Москвы «Специальная (коррекционная) школа-интернат VIII вида № 108»,Москва,https://moskva.fulledu.ru/school/shkola-108-5905-945919/about/,,
school,Школа,Школьное отделение № 1,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 354 имени Д.М. Карбышева,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-354-im-dm-karbysheva/about/,,
school,Школа,Школьное отделение № 1 (ГБОУ СОШ № 1279),Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1279 «Эврика»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-inostrannyh-yazykov-1279/about/,,
school,Школа,Школьное отделение № 1 (школа № 1499),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1499,Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1499/about/,,
school,Школа,Школьное отделение № 1950,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1950,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-angliyskogo-i-francuzskogo-yazykov-1782-446716/about/,,
school,Школа,Школьное отделение № 2,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 536,Москва,https://moskva.fulledu.ru/school/crednyaya-obscheobrazovatelnaya-shkola-535/about/,,
school,Школа,Школьное отделение № 5,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 629»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-629/about/,,
school,Школа,Школьное отделение №1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-547/about/,,
school,Школа,Школьное отделение №1,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 384 имени Д.К. Корнеева,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-shkola-zdorovya-384/about/,,
school,Школа,Школьное отделение №1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 852»,Зеленоград,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-852/about/,,
school,Школа,Школьное отделение №1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа ""Спектр""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1041/about/,,
school,Школа,Школьное Отделение №1236,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1236 имени С.В. Милашенкова»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-inostrannogo-yazyka-1236/about/,,
school,Школа,Школьное отделение №1282,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1282 «Сокольники»,Москва,https://moskva.fulledu.ru/school/shkola-1282/about/,,
school,Школа,Школьное отделение №2,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 180,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-245/about/,,
school,Школа,Школьное отделение №2,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2103,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-789/about/,,
school,Школа,Школьное Отделение №252,252,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-252/about/,,
school,Школа,Школьное отделение №3,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 960,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-960/about/,,
school,Школа,Школьное отделение №3,Школьное отделение №3,Москва,https://moskva.fulledu.ru/school/nou-chastnaya-shkola-gerkules/about/,,
school,Школа,Школьное отделение №4,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 755,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-755/about/,,
school,Школа,Школьное отделение №4,1113 с углубленным изучением музыки и хореографии,Москва,https://moskva.fulledu.ru/school/crednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-oblasti-znaniya-iskusstvo-1113/about/,,
school,Школа,Школьное отделение №5,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1015""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1015/about/,,
school,Школа,Школьное Отделение №968,Школьное Отделение №968,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-968/about/,,
school,Школа,"Школьное отделение, корпус 2",Государственное бюджетное общеобразовательное учреждение города Москвы «Школа имени дважды Героя Советского Союза И.С. Полбина»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1256-s-uglublennym-izucheniem-angliyskogo-yazyka/about/,,
school,Школа,Школьное подразделение,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа в Некрасовке»,Москва,https://moskva.fulledu.ru/school/shkola-gimnaziya-1595/about/,,
school,Школа,Школьное подразделение,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1293»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-inostrannogo-yazyka-1293/about/,,
school,Школа,Школьное подразделение 1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1357 «На Братиславской»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1357-s-uglublennym-izucheniem-angliyskogo-yazyka/about/,,
school,Школа,Школьное подразделение 11,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1357 ""Многопрофильный комплекс ""Братиславский""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1968/about/,,
school,Школа,Школьное подразделение 8,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1357 ""Многопрофильный комплекс ""Братиславский""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1462/about/,,
school,Школа,Школьное подразделение ГБОУ СОШ №1018,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1018»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1018/about/,,
school,Школа,Школьное подразделение № 1,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 1598»,Москва,https://moskva.fulledu.ru/school/shkola-licey-1598/about/,,
school,Школа,"Школьное подразделение, начальный корпус",1119,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1119/about/,,
school,Школа,школьный корпус,школьный корпус,Москва,https://moskva.fulledu.ru/school/centr-obrazovaniya-shkola-zdorovya-449/about/,,
school,Школа,"Школьный корпус ""№204"" (лингвистические классы).","Государственное бюджетное общеобразовательное учреждение города Москвы ""Многопрофильный лицей № 1501""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1484-imeni-am-gorkogo/about/,,
school,Школа,"Школьный корпус (ул. Святоозерская, д. 17)",Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2031,Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1495/about/,,
school,Школа,Школьный корпус (ШО № 3),304,Москва,https://moskva.fulledu.ru/school/gou-srednyaya-obscheobrazovatelnaya-shkola-304/about/,,
school,Школа,Школьный корпус 1,(коррекционная) общеобразовательная школа VIII вида № 532,Москва,https://moskva.fulledu.ru/school/shkola-532/about/,,
school,Школа,Школьный корпус 1.,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1467""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1467/about/,,
school,Школа,Школьный корпус 1.2 (962),Школьный корпус 1.2 (962),Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-952/about/,,
school,Школа,Школьный корпус 2,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 953,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-139-5275-459051/about/,,
school,Школа,Школьный корпус 2,"Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа I-II видов № 1406 ""Центр на Павелецкой""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1406/about/,,
school,Школа,Школьный корпус 2,373,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-373/about/,,
school,Школа,Школьный корпус 2 (№148),Школьный корпус 2 (№148),Москва,https://moskva.fulledu.ru/school/vechernyaya-smennaya-obscheobrazovatelnaya-shkola-148/about/,,
school,Школа,Школьный корпус 2.,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1467""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-shkola-nadomnogo-obucheniya-1975/about/,,
school,Школа,Школьный корпус 2003,Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа № 2003,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-2003/about/,,
school,Школа,Школьный корпус 3,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 953,Москва,https://moskva.fulledu.ru/school/shkola-249/about/,,
school,Школа,Школьный корпус 3 (№ 382),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1360,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-382/about/,,
school,Школа,Школьный корпус 3.,Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа № 1017,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-1017/about/,,
school,Школа,Школьный корпус 4,254,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-254/about/,,
school,Школа,Школьный корпус 5,Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа № 1971,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-1971/about/,,
school,Школа,Школьный корпус ГБОУ № 632,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 417,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-632/about/,,
school,Школа,"Школьный корпус корпус №1, (495) 360-12-86",414,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-414/about/,,
school,Школа,Школьный корпус корпус №2 средняя и старшая школа,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1591""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1024/about/,,
school,Школа,"Школьный корпус корпус №2, (499) 787-03-38",435,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-435/about/,,
school,Школа,"Школьный корпус Марксистская улица, дом 9, корпус 2","Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа С Углубленным Изучением Предметов Области Знания ""искусство"" № 622",Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-622/about/,,
school,Школа,Школьный корпус № 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа 1222 имени Маршала Советского Союза И.Х. Баграмяна""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1222-s-uglublennym-izucheniem-nemeckogo-yazyka/about/,,
school,Школа,Школьный корпус № 1,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1542,Москва,https://moskva.fulledu.ru/school/shkola-progimnaziya-1728/about/,,
school,Школа,Школьный корпус № 1,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1468""",Москва,https://moskva.fulledu.ru/school/shkola-centr-obrazovaniya-1468/about/,,
school,Школа,Школьный корпус № 2,"Государственное бюджетное образовательное учреждение города Москвы лицей № 1793 ""Жулебино""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-1922/about/,,
school,Школа,Школьный корпус № 2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 285 имени В.А. Молодцова""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-285/about/,,
school,Школа,Школьный корпус № 2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2129"" имени Героя Советского Союза П.И. Романова",Москва,https://moskva.fulledu.ru/school/crednyaya-obscheobrazovatelnaya-shkola-509/about/,,
school,Школа,Школьный корпус № 2,Государственное Бюджетное Образовательное Учреждение Города Москвы Средняя Общеобразовательная Школа № 1011,Москва,https://moskva.fulledu.ru/school/shkola-gbou-sosh-1011/about/,,
school,Школа,Школьный корпус № 3,Государственное бюджетное образовательное учреждение города Москвы гимназия № 1542,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublnnym-izucheniem-informatiki-i-informacionnyh-tehnolog/about/,,
school,Школа,Школьный корпус № 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1468""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-457/about/,,
school,Школа,Школьный корпус № 3,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 15""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-s-uglublennym-izucheniem-nemeckogo-yazyka-1385/about/,,
school,Школа,Школьный корпус № 3,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 285 имени В.А. Молодцова,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-289/about/,,
school,Школа,Школьный корпус № 4,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 285 имени В.А. Молодцова,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-300/about/,,
school,Школа,Школьный корпус № 5,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1468""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-396/about/,,
school,Школа,Школьный корпус №1,335,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-335/about/,,
school,Школа,Школьный корпус №1,Школьный корпус №1,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-343/about/,,
school,Школа,Школьный корпус №2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 183""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-183/about/,,
school,Школа,Школьный корпус №2,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2121 ""Образовательный комплекс имени Маршала Советского Союза С.К. Куркоткина""",Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-393/about/,,
school,Школа,Школьный корпус №2,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа «Спектр»,Москва,https://moskva.fulledu.ru/school/srednyaya-obscheobrazovatelnaya-shkola-519/about/,,
school,Школа,Школьный корпус №2,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 582",Москва,https://moskva.fulledu.ru/school/crednyaya-obscheobrazovatelnaya-shkola-shkola-zdorovya-582/about/,,
