category,category_label,name,legal_name,town
sadik,Детский сад,1784 detskiy sad,1784 detskiy sad,
sadik,Детский сад,1786 detskiy sad,1786 detskiy sad,
sadik,Детский сад,1790 detskiy sad fizkulturnoozdorovitelnyy dlya detey s narusheniem opornodvigatelnogo apparata i s,1790 detskiy sad fizkulturnoozdorovitelnyy dlya detey s narusheniem opornodvigatelnogo apparata i s,
sadik,Детский сад,1791 detskiy sad,1791 detskiy sad,
sadik,Детский сад,1793 detskiy sad kompensiruuschego vida logopedicheskiy,1793 detskiy sad kompensiruuschego vida logopedicheskiy,
sadik,Детский сад,1794 detskiy sad s yaselnymi gruppami,1794 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1796 detskiy sad s yaselnymi gruppami,1796 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1797 detskiy sad,1797 detskiy sad,
sadik,Детский сад,1798 detskiy sad,1798 detskiy sad,
sadik,Детский сад,1798 marino detskiy sad,1798 marino detskiy sad,
sadik,Детский сад,1799 detskiy sad s yaselnymi gruppami,1799 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,18 detskiy sad 3121,18 detskiy sad 3121,
sadik,Детский сад,18 detskiy sad centr razvitiya rebenka,18 detskiy sad centr razvitiya rebenka,
sadik,Детский сад,18 detskiy sad dlya detey s narusheniem zreniya,18 detskiy sad dlya detey s narusheniem zreniya,
sadik,Детский сад,18 rosinka detskiy sad centr razvitiya rebenka,18 rosinka detskiy sad centr razvitiya rebenka,
sadik,Детский сад,18 veselye strizhi detskiy sad,18 veselye strizhi detskiy sad,
sadik,Детский сад,1800 detskiy sad dlya detey s narusheniem opornodvigatelnogo apparata i s dcp,1800 detskiy sad dlya detey s narusheniem opornodvigatelnogo apparata i s dcp,
sadik,Детский сад,1803 detskiy sad obscheozdorovitelnyy,1803 detskiy sad obscheozdorovitelnyy,
sadik,Детский сад,1804 detskiy sad,1804 detskiy sad,
sadik,Детский сад,1805 detskiy sad dlya detey s zaderzhkoy psihicheskogo razvitiya s yaselnymi gruppami,1805 detskiy sad dlya detey s zaderzhkoy psihicheskogo razvitiya s yaselnymi gruppami,
sadik,Детский сад,1806 detskiy sad kombinirovannogo vida ortopedicheskiy,1806 detskiy sad kombinirovannogo vida ortopedicheskiy,
sadik,Детский сад,1807 detskiy sad,1807 detskiy sad,
sadik,Детский сад,1808 detskiy sad,1808 detskiy sad,
sadik,Детский сад,1808 detskiy sad kombinirovannogo vida logopedicheskiy,1808 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1809 detskiy sad,1809 detskiy sad,
sadik,Детский сад,1810 nachalnaya shkoladetskiy sad,1810 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1811 detskiy sad,1811 detskiy sad,
sadik,Детский сад,1812 ganhama nachalnaya shkoladetskiy sad s kruglosutochnymi gruppami,1812 ganhama nachalnaya shkoladetskiy sad s kruglosutochnymi gruppami,
sadik,Детский сад,1813 detskiy sad kombinirovannogo vida s gruppami dlya detey s narusheniem opornodvigatelnogo appar,1813 detskiy sad kombinirovannogo vida s gruppami dlya detey s narusheniem opornodvigatelnogo appar,
sadik,Детский сад,1814 nachalnaya shkoladetskiy sad,1814 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1815 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,1815 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,
sadik,Детский сад,1817 nachalnaya shkoladetskiy sad,1817 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1818 nachalnaya shkoladetskiy sad,1818 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1819 nachalnaya shkoladetskiy sad,1819 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1820 detskiy sad kombinirovannogo vida s logopedicheskimi i ortopedicheskimi gruppami,1820 detskiy sad kombinirovannogo vida s logopedicheskimi i ortopedicheskimi gruppami,
sadik,Детский сад,1820 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,1820 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,
sadik,Детский сад,1820 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi 9812,1820 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi 9812,
sadik,Детский сад,1821 detskiy sad kompensiruuschego vida dlya detey s narusheniem zreniya,1821 detskiy sad kompensiruuschego vida dlya detey s narusheniem zreniya,
sadik,Детский сад,1822 nachalnaya shkoladetskiy sad kompensiruuschego vida,1822 nachalnaya shkoladetskiy sad kompensiruuschego vida,
sadik,Детский сад,1823 detskiy sad fizkulturnoozdorovitelnyy,1823 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1823 nachalnaya shkoladetskiy sad,1823 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1824 detskiy sad logopedicheskiy,1824 detskiy sad logopedicheskiy,
sadik,Детский сад,1824 detskiy sad s yaselnymi gruppami,1824 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1825 detskiy sad kombinirovannogo vida logopedicheskiy,1825 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1826 nachalnaya shkoladetskiy sad,1826 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1827 detskiy sad,1827 detskiy sad,
sadik,Детский сад,1827 nachalnaya shkoladetskiy sad logopedicheskiy,1827 nachalnaya shkoladetskiy sad logopedicheskiy,
sadik,Детский сад,1828 detskiy sad kombinirovannogo vida logopedicheskiy dlya detey s narusheniem opornodvigatelnogo,1828 detskiy sad kombinirovannogo vida logopedicheskiy dlya detey s narusheniem opornodvigatelnogo,
sadik,Детский сад,1831 detskiy sad,1831 detskiy sad,
sadik,Детский сад,1832 detskiy sad logopedicheskiy kombinirovannogo tipa,1832 detskiy sad logopedicheskiy kombinirovannogo tipa,
sadik,Детский сад,1833 nachalnaya shkoladetskiy sad kompensiruuschego vida,1833 nachalnaya shkoladetskiy sad kompensiruuschego vida,
sadik,Детский сад,1835 detskiy sad,1835 detskiy sad,
sadik,Детский сад,1835 nachalnaya shkoladetskiy sad,1835 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1837 centr razvitiya rebenka detskiy sad logopedicheskiy obscheozdorovitelnyy,1837 centr razvitiya rebenka detskiy sad logopedicheskiy obscheozdorovitelnyy,
sadik,Детский сад,1837 detskiy sad,1837 detskiy sad,
sadik,Детский сад,1838 detskiy sad,1838 detskiy sad,
sadik,Детский сад,1838 detskiy sad fizkulturnoozdorovitelnyy,1838 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1839 nachalnaya shkoladetskiy sad,1839 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1842 detskiy sad s yaselnymi gruppami,1842 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1843 detskiy sad,1843 detskiy sad,
sadik,Детский сад,1845 detskiy sad,1845 detskiy sad,
sadik,Детский сад,1846 nachalnaya shkoladetskiy sad logopedicheskiy,1846 nachalnaya shkoladetskiy sad logopedicheskiy,
sadik,Детский сад,1848 detskiy sad dlya detey s narusheniem rechi,1848 detskiy sad dlya detey s narusheniem rechi,
sadik,Детский сад,1849 detskiy sad,1849 detskiy sad,
sadik,Детский сад,1850 nachalnaya shkoladetskiy sad logopedicheskiy kompensiruuschego vida,1850 nachalnaya shkoladetskiy sad logopedicheskiy kompensiruuschego vida,
sadik,Детский сад,1851 nachalnaya shkoladetskiy sad dlya detey s narusheniem sluha,1851 nachalnaya shkoladetskiy sad dlya detey s narusheniem sluha,
sadik,Детский сад,1851 nachalnaya shkoladetskiy sad dlya detey s narusheniem sluha shkola,1851 nachalnaya shkoladetskiy sad dlya detey s narusheniem sluha shkola,
sadik,Детский сад,1853 detskiy sad,1853 detskiy sad,
sadik,Детский сад,1853 nachalnaya shkoladetskiy sad kompensiruuschego vida,1853 nachalnaya shkoladetskiy sad kompensiruuschego vida,
sadik,Детский сад,1853 nachalnaya shkoladetskiy sad kompensiruuschego vida detskiy sad,1853 nachalnaya shkoladetskiy sad kompensiruuschego vida detskiy sad,
sadik,Детский сад,1854 detskiy sad kompensiruuschego vida,1854 detskiy sad kompensiruuschego vida,
sadik,Детский сад,1854 nachalnaya shkoladetskiy sad dlya detey s narusheniem opornodvigatelnogo apparata,1854 nachalnaya shkoladetskiy sad dlya detey s narusheniem opornodvigatelnogo apparata,
sadik,Детский сад,1855 detskiy sad fizkulturnoozdorovitelnyy s yaselnymi gruppami,1855 detskiy sad fizkulturnoozdorovitelnyy s yaselnymi gruppami,
sadik,Детский сад,1855 detskiy sad podderzhka psihicheskogo razvitiya,1855 detskiy sad podderzhka psihicheskogo razvitiya,
sadik,Детский сад,1855 nachalnaya shkoladetskiy sad,1855 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1856 nachalnaya shkoladetskiy sad,1856 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1858 detskiy sad s yaselnymi gruppami,1858 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1858 skazka detskiy sad,1858 skazka detskiy sad,
sadik,Детский сад,1859 detskiy sad s yaselnymi gruppami,1859 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1860 detskiy sad dlya detey s zaderzhkoy psihicheskogo razvitiya,1860 detskiy sad dlya detey s zaderzhkoy psihicheskogo razvitiya,
sadik,Детский сад,1860 detskiy sad kompensiruuschego vida dlya detey s narusheniem sluha i rechi,1860 detskiy sad kompensiruuschego vida dlya detey s narusheniem sluha i rechi,
sadik,Детский сад,1861 detskiy sad s yaselnymi gruppami,1861 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1865 detskiy sad kombinirovannogo vida dlya detey s narusheniem opornodvigatelnogo apparata,1865 detskiy sad kombinirovannogo vida dlya detey s narusheniem opornodvigatelnogo apparata,
sadik,Детский сад,1866 detskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,1866 detskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,
sadik,Детский сад,1867 detskiy sad kombinirovannogo vida logopedicheskiy,1867 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1869 detskiy sad s yaselnymi gruppami,1869 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1870 detskiy sad,1870 detskiy sad,
sadik,Детский сад,1872 detskiy sad kombinirovannogo vida fizkulturnoozdorovitelnyy,1872 detskiy sad kombinirovannogo vida fizkulturnoozdorovitelnyy,
sadik,Детский сад,1872 nachalnaya shkoladetskiy sad,1872 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1873 detskiy sad,1873 detskiy sad,
sadik,Детский сад,1874 detskiy sad s yaselnymi gruppami,1874 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1877 detskiy sad,1877 detskiy sad,
sadik,Детский сад,1877 detskiy sad 4541,1877 detskiy sad 4541,
sadik,Детский сад,1878 nachalnaya shkoladetskiy sad kompensiruuschego vida ortopedicheskiy,1878 nachalnaya shkoladetskiy sad kompensiruuschego vida ortopedicheskiy,
sadik,Детский сад,1879 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem zreniya,1879 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem zreniya,
sadik,Детский сад,1880 detskiy sad logopedicheskiy s yaselnymi gruppami,1880 detskiy sad logopedicheskiy s yaselnymi gruppami,
sadik,Детский сад,1880 detskiy sad s yaselnymi i kruglosutochnymi gruppami,1880 detskiy sad s yaselnymi i kruglosutochnymi gruppami,
sadik,Детский сад,1881 detskiy sad ortopedicheskiy,1881 detskiy sad ortopedicheskiy,
sadik,Детский сад,1882 detskiy sad kombinirovannogo vida logopedicheskiy,1882 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1883 detskiy sad,1883 detskiy sad,
sadik,Детский сад,1883 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,1883 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,
sadik,Детский сад,1886 detskiy sad s yaselnymi i logopedicheskimi gruppami,1886 detskiy sad s yaselnymi i logopedicheskimi gruppami,
sadik,Детский сад,1886 nachalnaya shkoladetskiy sad,1886 nachalnaya shkoladetskiy sad,
sadik,Детский сад,18871 detskiy sad kratkovremennogo prebyvaniya,18871 detskiy sad kratkovremennogo prebyvaniya,
sadik,Детский сад,18872 detskiy sad,18872 detskiy sad,
sadik,Детский сад,1888 detskiy sad s yaselnymi gruppami,1888 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1888 nachalnaya shkoladetskiy sad,1888 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1889 detskiy sad logopedicheskiy,1889 detskiy sad logopedicheskiy,
sadik,Детский сад,1889 nachalnaya shkoladetskiy sad dlya detey s narusheniem zreniya,1889 nachalnaya shkoladetskiy sad dlya detey s narusheniem zreniya,
sadik,Детский сад,1890 nachalnaya shkoladetskiy sad,1890 nachalnaya shkoladetskiy sad,
sadik,Детский сад,1891 detskiy sad dlya detey s kozhnymi zabolevaniyami s yaselnymi gruppami,1891 detskiy sad dlya detey s kozhnymi zabolevaniyami s yaselnymi gruppami,
sadik,Детский сад,1892 detskiy sad kombinirovannogo vida s logopedicheskimi gruppami,1892 detskiy sad kombinirovannogo vida s logopedicheskimi gruppami,
sadik,Детский сад,1892 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem opornodvigatelnog,1892 nachalnaya shkoladetskiy sad kompensiruuschego vida dlya detey s narusheniem opornodvigatelnog,
sadik,Детский сад,1893 detskiy sad,1893 detskiy sad,
sadik,Детский сад,1894 detskiy sad dlya detey s narusheniem rechi,1894 detskiy sad dlya detey s narusheniem rechi,
sadik,Детский сад,1894 detskiy sad dlya detey s narusheniem rechi 8000,1894 detskiy sad dlya detey s narusheniem rechi 8000,
sadik,Детский сад,1895 detskiy sad,1895 detskiy sad,
sadik,Детский сад,1895 detskiy sad kruglosutochnyy,1895 detskiy sad kruglosutochnyy,
sadik,Детский сад,1896 detskiy sad kombinirovannogo vida logopedicheskiy,1896 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1898 detskiy sad,1898 detskiy sad,
sadik,Детский сад,1898 detskiy sad kompensiruuschego vida logopedicheskiy s kruglosutochnymi gruppami,1898 detskiy sad kompensiruuschego vida logopedicheskiy s kruglosutochnymi gruppami,
sadik,Детский сад,1899 detskiy sad s yaselnymi gruppami,1899 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,19 detskiy sad 5088,19 detskiy sad 5088,
sadik,Детский сад,19 iskorka detskiy sad,19 iskorka detskiy sad,
sadik,Детский сад,19 kosmonavt detskiy sad,19 kosmonavt detskiy sad,
sadik,Детский сад,19 raduga detskiy sad,19 raduga detskiy sad,
sadik,Детский сад,19 rodnichok detskiy sad,19 rodnichok detskiy sad,
sadik,Детский сад,19 skazka detskiy sad,19 skazka detskiy sad,
sadik,Детский сад,19 zolushka detskiy sad centr razvitiya rebenka,19 zolushka detskiy sad centr razvitiya rebenka,
sadik,Детский сад,1900 detskiy sad,1900 detskiy sad,
sadik,Детский сад,1901 detskiy sad kompensiruuschego vida logopedicheskiy,1901 detskiy sad kompensiruuschego vida logopedicheskiy,
sadik,Детский сад,1902 detskiy sad s yaselnymi gruppami,1902 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1903 detskiy sad fizkulturnoozdorovitelnyy,1903 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1904 detskiy sad,1904 detskiy sad,
sadik,Детский сад,1905 detskiy sad s yaselnymi gruppami,1905 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1906 detskiy sad fizkulturnoozdorovitelnyy,1906 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1907 detskiy sad ortopedicheskiy,1907 detskiy sad ortopedicheskiy,
sadik,Детский сад,1908 detskiy sad centr razvitiya rebenka,1908 detskiy sad centr razvitiya rebenka,
sadik,Детский сад,1909 detskiy sad s nochnoy i yaselnoy gruppami,1909 detskiy sad s nochnoy i yaselnoy gruppami,
sadik,Детский сад,1910 detskiy sad,1910 detskiy sad,
sadik,Детский сад,1913 detskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,1913 detskiy sad kompensiruuschego vida dlya detey s narusheniem rechi,
sadik,Детский сад,1914 detskiy sad,1914 detskiy sad,
sadik,Детский сад,1917 detskiy sad logopedicheskiy,1917 detskiy sad logopedicheskiy,
sadik,Детский сад,1918 detskiy sad logopedicheskiy dlya detey s narusheniem opornodvigatelnogo apparata,1918 detskiy sad logopedicheskiy dlya detey s narusheniem opornodvigatelnogo apparata,
sadik,Детский сад,1921 detskiy sad,1921 detskiy sad,
sadik,Детский сад,1926 detskiy sad s yaselnymi gruppami,1926 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1927 detskiy sad logopedicheskiy s yaselnymi gruppami,1927 detskiy sad logopedicheskiy s yaselnymi gruppami,
sadik,Детский сад,1928 detskiy sad,1928 detskiy sad,
sadik,Детский сад,1928 detskiy sad 3340,1928 detskiy sad 3340,
sadik,Детский сад,1930 detskiy sad,1930 detskiy sad,
sadik,Детский сад,1931 detskiy sad,1931 detskiy sad,
sadik,Детский сад,1932 detskiy sad,1932 detskiy sad,
sadik,Детский сад,1933 detskiy sad,1933 detskiy sad,
sadik,Детский сад,1933 detskiy sad 7476,1933 detskiy sad 7476,
sadik,Детский сад,1934 detskiy sad,1934 detskiy sad,
sadik,Детский сад,1934 detskiy sad logopedicheskiy,1934 detskiy sad logopedicheskiy,
sadik,Детский сад,1935 detskiy sad kompensiruuschego vida logopedicheskiy,1935 detskiy sad kompensiruuschego vida logopedicheskiy,
sadik,Детский сад,1937 detskiy sad s yaselnymi gruppami,1937 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1938 detskiy sad kompensiruuschego vida dlya detey s kozhnymi zabolevaniyami,1938 detskiy sad kompensiruuschego vida dlya detey s kozhnymi zabolevaniyami,
sadik,Детский сад,1939 detskiy sad kombinirovannogo vida s ozdorovitelnymi i yaselnymi gruppami,1939 detskiy sad kombinirovannogo vida s ozdorovitelnymi i yaselnymi gruppami,
sadik,Детский сад,1940 detskiy sad s yaselnoy i logopedicheskoy gruppami,1940 detskiy sad s yaselnoy i logopedicheskoy gruppami,
sadik,Детский сад,1941 detskiy sad,1941 detskiy sad,
sadik,Детский сад,1944 detskiy sad kombinirovannogo vida logopedicheskiy,1944 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,1945 detskiy sad s yaselnymi gruppami,1945 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1946 detskiy sad,1946 detskiy sad,
sadik,Детский сад,1948 detskiy sad dlya detey s dcp,1948 detskiy sad dlya detey s dcp,
sadik,Детский сад,1949 detskiy sad sanatornogo tipa protivotuberkuleznyy,1949 detskiy sad sanatornogo tipa protivotuberkuleznyy,
sadik,Детский сад,1950 detskiy sad s yaselnymi gruppami,1950 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1951 detskiy sad logopedicheskiy,1951 detskiy sad logopedicheskiy,
sadik,Детский сад,1952 detskiy sad s yaselnymi gruppami,1952 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1956 detskiy sad,1956 detskiy sad,
sadik,Детский сад,1957 detskiy sad kombinirovannogo vida dlya detey s narusheniem psihicheskogo razvitiya,1957 detskiy sad kombinirovannogo vida dlya detey s narusheniem psihicheskogo razvitiya,
sadik,Детский сад,1958 detskiy sad s yaselnymi gruppami,1958 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1959 detskiy sad,1959 detskiy sad,
sadik,Детский сад,1960 detskiy sad,1960 detskiy sad,
sadik,Детский сад,1962 detskiy sad s ortopedicheskimi gruppami,1962 detskiy sad s ortopedicheskimi gruppami,
sadik,Детский сад,1963 detskiy sad s logopedicheskimi i yaselnymi gruppami,1963 detskiy sad s logopedicheskimi i yaselnymi gruppami,
sadik,Детский сад,1964 detskiy sad s yaselnymi gruppami,1964 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1965 detskiy sad,1965 detskiy sad,
sadik,Детский сад,1966 detskiy sad s yaselnymi gruppami,1966 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1967 detskiy sad,1967 detskiy sad,
sadik,Детский сад,1969 detskiy sad s yaselnoy i logopedicheskoy gruppami,1969 detskiy sad s yaselnoy i logopedicheskoy gruppami,
sadik,Детский сад,1970 detskiy sad s yaselnymi gruppami,1970 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1971 detskiy sad,1971 detskiy sad,
sadik,Детский сад,1971 detskiy sad logopedicheskiy s ozdorovitelnymi i yaselnymi gruppami,1971 detskiy sad logopedicheskiy s ozdorovitelnymi i yaselnymi gruppami,
sadik,Детский сад,1972 detskiy sad,1972 detskiy sad,
sadik,Детский сад,1972 detskiy sad s yaselnymi gruppami,1972 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1973 detskiy sad s yaselnymi gruppami,1973 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1974 detskiy sad s yaselnymi gruppami,1974 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1975 detskiy sad ortopedicheskiy kruglosutochnyy,1975 detskiy sad ortopedicheskiy kruglosutochnyy,
sadik,Детский сад,1976 detskiy sad,1976 detskiy sad,
sadik,Детский сад,1977 detskiy sad,1977 detskiy sad,
sadik,Детский сад,1977 detskiy sad s yaselnymi gruppami,1977 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,1979 detskiy sad fizkulturnoozdorovitelnyy,1979 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1980 detskiy sad fizkulturnoozdorovitelnyy,1980 detskiy sad fizkulturnoozdorovitelnyy,
sadik,Детский сад,1984 detskiy sad,1984 detskiy sad,
sadik,Детский сад,1985 detskiy sad logopedicheskiy kruglosutochnyy,1985 detskiy sad logopedicheskiy kruglosutochnyy,
sadik,Детский сад,1985 detskiy sad logopedicheskiy kruglosutochnyy 4100,1985 detskiy sad logopedicheskiy kruglosutochnyy 4100,
sadik,Детский сад,1986 detskiy sad,1986 detskiy sad,
sadik,Детский сад,1987 detskiy sad,1987 detskiy sad,
sadik,Детский сад,1989 detskiy sad,1989 detskiy sad,
sadik,Детский сад,1989 detskiy sad kombinirovannogo vida s yaselnymi gruppami,1989 detskiy sad kombinirovannogo vida s yaselnymi gruppami,
sadik,Детский сад,1995 detskiy sad kruglosutochnyy,1995 detskiy sad kruglosutochnyy,
sadik,Детский сад,2 alenushka detskiy sad,2 alenushka detskiy sad,
sadik,Детский сад,2 detskiy sad 1371,2 detskiy sad 1371,
sadik,Детский сад,2 detskiy sad 2370,2 detskiy sad 2370,
sadik,Детский сад,2 detskiy sad 295,2 detskiy sad 295,
sadik,Детский сад,2 detskiy sad 6499,2 detskiy sad 6499,
sadik,Детский сад,2 detskiy sad 8683,2 detskiy sad 8683,
sadik,Детский сад,2 detskiy sad kombinirovannogo vida logopedicheskiy,2 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,2 duymovochka detskiy sad,2 duymovochka detskiy sad,
sadik,Детский сад,2 kolokolchik detskiy sad,2 kolokolchik detskiy sad,
sadik,Детский сад,2 raduga detskiy sad,2 raduga detskiy sad,
sadik,Детский сад,2 ryabinka detskiy sad,2 ryabinka detskiy sad,
sadik,Детский сад,2 skazka detskiy sad,2 skazka detskiy sad,
sadik,Детский сад,2 skazka detskiy sad 813,2 skazka detskiy sad 813,
sadik,Детский сад,2 svetlyachok detskiy sad,2 svetlyachok detskiy sad,
sadik,Детский сад,2 zhuravushka detskiy sad,2 zhuravushka detskiy sad,
sadik,Детский сад,2 zvezdochka detskiy sad,2 zvezdochka detskiy sad,
sadik,Детский сад,20 detskiy sad,20 detskiy sad,
sadik,Детский сад,20 detskiy sad 4913,20 detskiy sad 4913,
sadik,Детский сад,20 detskiy sad 5662,20 detskiy sad 5662,
sadik,Детский сад,20 detskiy sad 671,20 detskiy sad 671,
sadik,Детский сад,20 detskiy sad 7805,20 detskiy sad 7805,
sadik,Детский сад,20 detskiy sad 8324,20 detskiy sad 8324,
sadik,Детский сад,20 kolosok detskiy sad,20 kolosok detskiy sad,
sadik,Детский сад,20 semicvetik detskiy sad centr razvitiya rebenka,20 semicvetik detskiy sad centr razvitiya rebenka,
sadik,Детский сад,20 topolek detskiy sad,20 topolek detskiy sad,
sadik,Детский сад,20 yagodka detskiy sad,20 yagodka detskiy sad,
sadik,Детский сад,2001 detskiy sad kombinirovannogo vida logopedicheskiy,2001 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,2003 detskiy sad kruglosutochnyy,2003 detskiy sad kruglosutochnyy,
sadik,Детский сад,2004 detskiy sad,2004 detskiy sad,
sadik,Детский сад,2007 detskiy sad logopedicheskiy,2007 detskiy sad logopedicheskiy,
sadik,Детский сад,2009 detskiy sad logopedicheskie gruppy,2009 detskiy sad logopedicheskie gruppy,
sadik,Детский сад,2010 detskiy sad s yaselnymi gruppami,2010 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,2012 detskiy sad,2012 detskiy sad,
sadik,Детский сад,2015 detskiy sad,2015 detskiy sad,
sadik,Детский сад,2017 detskiy sad,2017 detskiy sad,
sadik,Детский сад,2018 detskiy sad s yaselnymi gruppami,2018 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,2019 detskiy sad s yaselnymi gruppami,2019 detskiy sad s yaselnymi gruppami,
sadik,Детский сад,2020 detskiy sad,2020 detskiy sad,
sadik,Детский сад,2020 detskiy sad 2126,2020 detskiy sad 2126,
sadik,Детский сад,2021 detskiy sad,2021 detskiy sad,
sadik,Детский сад,2022 detskiy sad s yaselnoy gruppoy dlya detey s dcp,2022 detskiy sad s yaselnoy gruppoy dlya detey s dcp,
sadik,Детский сад,2023 detskiy sad,2023 detskiy sad,
sadik,Детский сад,2027 detskiy sad,2027 detskiy sad,
sadik,Детский сад,2028 detskiy sad psihonevrologicheskiy,2028 detskiy sad psihonevrologicheskiy,
sadik,Детский сад,2032 detskiy sad dlya detey s narusheniem opornodvigatelnogo apparata,2032 detskiy sad dlya detey s narusheniem opornodvigatelnogo apparata,
sadik,Детский сад,2034 detskiy sad s yaselnymi i logopedicheskimi gruppami,2034 detskiy sad s yaselnymi i logopedicheskimi gruppami,
sadik,Детский сад,2035 detskiy sad kombinirovannogo vida logopedicheskiy,2035 detskiy sad kombinirovannogo vida logopedicheskiy,
sadik,Детский сад,2036 detskiy sad,2036 detskiy sad,
sadik,Детский сад,2037 detskiy sad,2037 detskiy sad,
sadik,Детский сад,2037 detskiy sad logopedicheskiy,2037 detskiy sad logopedicheskiy,
sadik,Детский сад,2038 detskiy sad kruglosutochnyy,2038 detskiy sad kruglosutochnyy,
sadik,Детский сад,2044 detskiy sad s yaselnoy gruppoy s hudozhestvennoesteticheskim napravleniem,2044 detskiy sad s yaselnoy gruppoy s hudozhestvennoesteticheskim napravleniem,
sadik,Детский сад,2052 detskiy sad fizkulturnoozdorovitelnyy s ortopedicheskimi gruppami,2052 detskiy sad fizkulturnoozdorovitelnyy s ortopedicheskimi gruppami,
sadik,Детский сад,2053 detskiy sad,2053 detskiy sad,
sadik,Детский сад,2055 detskiy sad s yaselnymi gruppami i hudozhestvennoesteticheskim uklonom,2055 detskiy sad s yaselnymi gruppami i hudozhestvennoesteticheskim uklonom,
sadik,Детский сад,2056 detskiy sad s yaselnymi gruppami i hudozhestvennoesteticheskim uklonom,2056 detskiy sad s yaselnymi gruppami i hudozhestvennoesteticheskim uklonom,
sadik,Детский сад,2058 detskiy sad dlya detey s narusheniem zreniya,2058 detskiy sad dlya detey s narusheniem zreniya,
