category,category_label,name,legal_name,town,url,website
sadik,Детский сад,Барабановский детский сад,Барабановский детский сад,деревня Барабаново,https://moskva.fulledu.ru/sadik/detskiy-sad-21-140-154941/about/,http://kashds21.edumsko.ru
sadik,Детский сад,Барбарисыч,Барбарисыч,Видное,https://moskva.fulledu.ru/sadik/detskiy-sad-barbarisych/about/,http://www.barbarisych.ru
sadik,Детский сад,"Беловежская улица, дом 51",Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 384 имени Д.К. Корнеева,Москва,https://moskva.fulledu.ru/sadik/826-detskiy-sad-s-yaselnymi-gruppami/about/,http://sch384.mskobr.ru/dou_edu/doshkol_noe_otdelenie_1/
sadik,Детский сад,"Беловежская улица, дом 87",Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 384 имени Д.К. Корнеева,Москва,https://moskva.fulledu.ru/sadik/1934-detskiy-sad/about/,http://sch384.mskobr.ru/dou_edu/doshkol_noe_otdelenie_3/
sadik,Детский сад,Белоснежка,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1748 ""Вертикаль""",Москва,https://moskva.fulledu.ru/sadik/2250-detskiy-sad-s-yaselnymi-gruppami/about/,http://gym1748v.mskobr.ru/dou_edu/strukturnoe_podrazdelenie_doshkol_noe_otdelenie_korpus_4/
sadik,Детский сад,Белоснежка,2318,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2318-logopedicheskiy-s-yaselnymi-gruppami/about/,http://sch1900sz.mskobr.ru/dou_edu/doshkol_noe_otdelenie_belosnezhka/
sadik,Детский сад,Белоснежка,"Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 21 ""Белоснежка""",,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-21-belosnezhka/about/,
sadik,Детский сад,Белоснежка,Белоснежка,село Вельяминово,https://moskva.fulledu.ru/sadik/detskiy-sad-madou-ds-25-belosnezhka/about/,http://domoddou25.edumsko.ru
sadik,Детский сад,Белоснежка,"Государственное Бюджетное Образовательное Учреждение Города Москвы Детский Сад Комбинированного Вида № 1086 ""белоснежка""",,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-21-belosnezhka-7570-8150/about/,
sadik,Детский сад,Белоснежка,Белоснежка,Люберцы,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-6-belosnezhka-2952-2163/about/,http://lubermbdou6.edumsko.ru
sadik,Детский сад,Бельчонок,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 47 ""бельчонок"" Посёлка Монино Щёлковского Муниципального Района Московской Области",поселок городского типа Монино,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-47-belchonok-p-monino-schmr-mo/about/,http://belchonokmonino.ru/
sadik,Детский сад,Берег Детства,Берег Детства,Лобня,https://moskva.fulledu.ru/sadik/ooo-bereg-detstva/about/,http://берегдетства.рф
sadik,Детский сад,Березка,Березка,Красноармейск,https://moskva.fulledu.ru/sadik/1-berezka-detskiy-sad/about/,http://krasds1.edumsko.ru
sadik,Детский сад,Березка,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2114""",Москва,https://moskva.fulledu.ru/sadik/2075-detskiy-sad-kompensiruuschego-tipa-s-ozdorovitelnymi-i-yaselnymi-gruppami/about/,http://sch2114uz.mskobr.ru/dou_edu/gbou_ds_2075/
sadik,Детский сад,Березка,Березка,Краснознаменск,https://moskva.fulledu.ru/sadik/detskiy-sad-dou-5berezka/about/,http://krasnoznamenskdou5.edumsko.ru
sadik,Детский сад,Березки,1861,Москва,https://moskva.fulledu.ru/sadik/1861-detskiy-sad-s-yaselnymi-gruppami/about/,http://sch827sz.mskobr.ru/dou_edu/doshkol_noe_otdelenie_4_korpus_berezki/
sadik,Детский сад,"Березовая аллея, дом 1А","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1353 имени генерала Д.Ф. Алексеева""",Зеленоград,https://moskva.fulledu.ru/sadik/detskiy-sad-2547-centr-razvitiya-rebenka/about/,http://sch1353zg.mskobr.ru/dou_edu/doshkol_noe_otdelenie1/
sadik,Детский сад,Берендеево царство,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 904,Москва,https://moskva.fulledu.ru/sadik/600-detskiy-sad-s-yaselnoy-gruppoy/about/,http://sch904u.mskobr.ru/dou_edu/centr_razvitiya_rebenka_-_detskij_sad_600/
sadik,Детский сад,Берёзка,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 117""",Москва,https://moskva.fulledu.ru/sadik/942-detskiy-sad/about/,http://sch117.mskobr.ru/dou_edu/doshkol_noe_otdelenie_4_beryozka/
sadik,Детский сад,Билингвальный детский сад Kosmo Kids,Билингвальный детский сад Kosmo Kids,Москва,https://moskva.fulledu.ru/sadik/bilingvalnyy-detskiy-sad-kosmo-kids/about/,http://kosmo-kids.ru
sadik,Детский сад,Благополучие,Благополучие,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-centr-detstva-i-semi-blagopoluchie/about/,http://j-college.ru
sadik,Детский сад,Богатищевский детский сад,Богатищевский детский сад,поселок Богатищево,https://moskva.fulledu.ru/sadik/mbdou-centr-razvitiya-rebenka-detskiy-sad-24-417-831/about/,http://kashds24.edumsko.ru
sadik,Детский сад,Большая Спасская,37,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-37-kombinirovannogo-vida-s-ortopedicheskimi-gruppami/about/,http://lycc1500.mskobr.ru/dou_edu/otdelenie_doshkol_nogo_obrazovaniya_bol_shaya_spasskaya/
sadik,Детский сад,Большая Черёмушкинская 13а,518,Москва,https://moskva.fulledu.ru/sadik/518-detskiy-sad-s-yaselnoy-gruppoy/about/,http://sch45uz.mskobr.ru/dou_edu/bol_shaya_cheryomushkinskaya_13a/
sadik,Детский сад,Большая Черёмушкинская 14а,775,Москва,https://moskva.fulledu.ru/sadik/775-detskiy-sad-s-logopedicheskimi-gruppami/about/,http://sch45uz.mskobr.ru/dou_edu/bol_shaya_cheryomushkinskaya_14a/
sadik,Детский сад,Боровичок,"Муниципальное дошкольное образовательное учреждение детский сад комбинированного вида №38 ""Боровичок""",,https://moskva.fulledu.ru/sadik/detskiy-sad-mdou-ds-kombinirovannogo-vida-38-borovichok/about/,
sadik,Детский сад,Бригантина,"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1005 ""Алые паруса""",Москва,https://moskva.fulledu.ru/sadik/2439-detskiy-sad/about/,http://sch1005sz.mskobr.ru/dou_edu/doshkol_noe_otdelenie_quot_brigantina_quot/
sadik,Детский сад,Брусничка,Брусничка,рабочий посёлок Решетниково,https://moskva.fulledu.ru/sadik/detskiy-sad-mdou-ds-29-brusnichka/about/,
sadik,Детский сад,Букварики,"Государственное бюджетное образовательное учреждение города Москвы центр психолого-педагогической реабилитации и коррекции ""На Снежной""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-188-9583-496820/about/,http://gym-sviblovo.mskobr.ru/dou_edu/doshkol_noe_otdelenie_quot_mishutka_quot/
sadik,Детский сад,Буратино,Буратино,Пушкино,https://moskva.fulledu.ru/sadik/madou-detskiy-sad-9-buratino/about/,http://push-buratino9.edumsko.ru
